,white_king_file,white_king_rank,white_rook_file,white_rook_rank,black_king_file,black_king_rank,result
15869,b,1,d,6,b,6,thirteen
15870,d,1,e,6,b,2,eleven
15871,d,2,a,5,g,5,twelve
15872,c,1,a,5,b,5,draw
15873,b,2,a,3,e,1,nine
15874,c,1,g,5,f,8,fourteen
15875,d,4,c,1,h,5,nine
15876,a,1,f,4,e,3,draw
15877,b,1,h,6,h,7,draw
15878,c,1,d,1,b,8,eleven
15879,b,1,d,8,e,3,fifteen
15880,d,4,g,7,g,5,twelve
15881,a,1,b,3,h,2,nine
15882,c,2,f,7,c,4,fourteen
15883,d,2,g,8,g,3,thirteen
15884,d,4,d,7,h,2,eight
15885,b,1,a,5,d,1,ten
15886,d,1,h,1,g,7,fourteen
15887,c,3,b,5,h,1,nine
15888,d,4,h,2,f,5,eleven
15889,d,3,f,8,a,6,ten
15890,c,1,d,8,b,4,twelve
15891,c,2,a,2,c,7,thirteen
15892,d,3,g,5,c,7,eleven
15893,d,3,d,7,b,3,seven
15894,b,1,e,8,f,7,draw
15895,c,3,e,5,f,6,draw
15896,d,3,b,1,h,4,eleven
15897,b,1,c,7,d,7,draw
15898,b,2,g,6,f,5,draw
15899,c,2,a,1,f,7,thirteen
15900,d,4,g,5,d,1,eight
15901,b,1,e,2,c,6,fourteen
15902,d,2,g,2,b,1,four
15903,d,3,b,6,g,2,eight
15904,c,3,d,1,c,1,draw
15905,d,3,c,3,c,6,thirteen
15906,c,2,c,3,b,4,eight
15907,d,3,f,8,h,1,seven
15908,c,1,b,2,c,5,fifteen
15909,a,1,c,3,g,1,nine
15910,d,3,c,5,g,1,eight
15911,c,2,b,3,g,8,thirteen
15912,d,1,g,8,b,3,fourteen
15913,a,1,g,2,d,2,fourteen
15914,d,1,g,3,d,7,fourteen
15915,c,2,b,1,f,6,thirteen
15916,d,3,g,1,c,8,eleven
15917,c,3,d,2,h,2,nine
15918,c,3,h,5,f,3,eleven
15919,d,1,a,8,a,3,twelve
15920,d,2,g,1,g,6,thirteen
15921,c,3,b,6,e,1,ten
15922,d,1,f,7,b,6,fifteen
15923,b,1,b,2,f,3,fifteen
15924,b,2,f,6,e,4,fifteen
15925,b,1,h,7,f,3,fifteen
15926,b,1,d,3,c,3,draw
15927,c,2,d,5,f,2,twelve
15928,c,2,h,6,b,7,eleven
15929,d,1,g,5,b,8,thirteen
15930,c,2,e,2,b,7,eleven
15931,d,2,h,6,b,8,eleven
15932,d,2,e,7,g,6,eleven
15933,d,1,h,8,c,5,fourteen
15934,c,1,c,5,e,4,fourteen
15935,d,4,a,1,c,2,nine
15936,b,1,d,1,c,6,twelve
15937,c,1,f,2,a,2,eleven
15938,d,4,b,6,h,2,eight
15939,c,1,a,5,a,8,twelve
15940,a,1,a,4,h,2,eleven
15941,d,2,b,5,d,5,thirteen
15942,d,3,e,5,f,3,nine
15943,d,1,g,6,g,1,twelve
15944,d,2,b,8,h,7,twelve
15945,d,3,h,8,d,5,twelve
15946,d,1,f,8,b,1,five
15947,b,1,b,6,d,1,ten
15948,c,2,g,8,f,6,fourteen
15949,d,2,d,7,a,6,eleven
15950,b,2,h,1,f,6,fourteen
15951,d,3,e,2,c,1,three
15952,d,4,b,5,g,5,ten
15953,b,2,h,1,f,3,fourteen
15954,c,2,h,3,f,2,eight
15955,d,1,a,6,g,7,twelve
15956,d,3,g,8,b,1,five
15957,c,1,e,6,a,6,fourteen
15958,d,2,c,2,g,5,thirteen
15959,c,2,a,1,c,6,thirteen
15960,d,1,h,4,a,8,ten
15961,d,2,h,2,d,6,thirteen
15962,d,1,g,1,a,6,thirteen
15963,d,3,e,3,c,8,ten
15964,c,1,h,8,e,5,fourteen
15965,d,4,e,5,f,5,eleven
15966,a,1,c,3,d,1,ten
15967,d,2,e,1,h,7,eleven
15968,d,1,h,1,b,3,fourteen
15969,d,2,b,3,c,7,thirteen
15970,b,1,b,8,d,6,fifteen
15971,a,1,a,7,h,6,fifteen
15972,d,1,c,1,b,2,eleven
15973,d,2,c,2,f,3,thirteen
15974,b,1,d,7,d,2,fifteen
15975,c,2,e,1,b,6,twelve
15976,d,3,d,7,h,8,seven
15977,d,1,g,8,c,4,fourteen
15978,d,1,e,3,b,7,thirteen
15979,c,1,b,3,a,1,two
15980,b,1,e,5,h,4,thirteen
15981,d,2,f,7,g,3,ten
15982,c,2,c,3,g,2,seven
15983,c,2,b,6,d,7,twelve
15984,d,1,e,2,d,5,thirteen
15985,d,1,f,8,c,8,fourteen
15986,c,2,h,8,a,5,ten
15987,c,2,b,7,h,6,thirteen
15988,b,1,h,7,g,4,fifteen
15989,b,1,a,6,d,6,fifteen
15990,d,1,h,7,f,1,ten
15991,c,1,e,1,b,8,twelve
15992,d,4,c,3,f,5,twelve
15993,b,1,d,6,b,5,thirteen
15994,d,1,b,8,f,8,fourteen
15995,d,4,e,7,h,5,ten
15996,c,2,h,8,b,7,twelve
15997,d,3,g,7,c,6,twelve
15998,b,2,e,2,e,4,fourteen
15999,c,3,h,6,h,5,draw
16000,d,3,b,5,b,1,three
16001,d,2,h,2,g,8,twelve
16002,d,3,a,7,h,8,seven
16003,c,1,e,1,a,5,thirteen
16004,d,2,g,2,b,5,thirteen
16005,d,2,h,1,h,5,eleven
16006,d,1,g,8,e,3,fourteen
16007,b,1,c,3,g,4,fifteen
16008,d,1,b,4,f,3,nine
16009,d,2,b,2,g,4,thirteen
16010,d,3,b,1,f,5,twelve
16011,d,2,g,6,f,8,twelve
16012,d,4,c,3,g,1,eight
16013,c,1,c,8,g,1,nine
16014,c,2,f,5,a,5,twelve
16015,c,2,c,7,e,8,ten
16016,d,3,a,6,c,6,twelve
16017,c,1,c,2,a,1,draw
16018,b,1,e,3,e,2,draw
16019,c,2,b,5,a,1,one
16020,c,1,g,6,f,1,twelve
16021,d,3,a,4,a,2,six
16022,d,1,f,2,e,3,draw
16023,c,1,g,6,f,4,fifteen
16024,d,2,b,2,h,2,eight
16025,c,1,d,8,c,8,draw
16026,c,3,c,5,g,2,ten
16027,c,3,h,2,g,4,twelve
16028,b,1,g,4,d,3,thirteen
16029,c,2,c,6,e,1,eight
16030,c,2,c,1,a,7,eight
16031,d,3,h,6,e,6,twelve
16032,d,1,d,4,a,4,eleven
16033,d,2,b,3,a,2,draw
16034,c,1,b,1,e,1,nine
16035,d,1,c,6,g,6,fifteen
16036,d,1,d,8,a,3,twelve
16037,c,1,h,2,b,7,thirteen
16038,b,2,a,5,h,1,nine
16039,b,2,f,4,f,3,draw
16040,b,1,d,4,g,2,ten
16041,d,1,h,3,f,4,fourteen
16042,d,1,g,5,e,6,fourteen
16043,d,3,g,7,a,8,seven
16044,d,1,h,2,g,8,fourteen
16045,c,1,c,6,b,7,draw
16046,d,3,h,2,h,5,eleven
16047,d,4,a,2,c,2,eight
16048,b,1,b,5,g,5,thirteen
16049,b,2,h,1,d,1,ten
16050,b,2,c,5,d,1,ten
16051,d,2,e,4,a,3,five
16052,c,2,a,1,d,8,twelve
16053,d,1,c,4,a,7,nine
16054,c,2,f,5,e,1,ten
16055,b,1,e,7,g,3,thirteen
16056,b,2,b,1,e,1,thirteen
16057,d,2,d,4,g,7,eleven
16058,d,4,g,4,h,5,draw
16059,c,3,h,6,d,1,nine
16060,c,2,f,8,b,4,twelve
16061,c,1,e,1,b,3,fourteen
16062,a,1,b,4,h,5,fifteen
16063,d,2,d,7,a,4,eleven
16064,d,3,g,5,b,4,six
16065,c,1,b,2,a,2,seven
16066,d,4,d,7,g,5,eleven
16067,d,2,a,7,a,1,six
16068,d,1,b,2,a,4,seven
16069,a,1,c,4,g,6,fifteen
16070,b,1,b,6,g,4,fifteen
16071,d,3,d,8,e,8,draw
16072,d,1,e,4,g,5,thirteen
16073,c,1,g,8,f,3,fourteen
16074,c,1,f,2,h,8,eleven
16075,c,2,g,2,f,5,fourteen
16076,c,1,a,2,e,5,fourteen
16077,d,2,g,7,g,5,fourteen
16078,b,1,g,8,b,6,fourteen
16079,a,1,e,6,g,6,fifteen
16080,b,2,d,4,h,5,thirteen
16081,b,2,c,8,g,5,fourteen
16082,d,1,g,5,c,5,thirteen
16083,d,3,b,3,a,6,five
16084,d,2,d,8,g,5,thirteen
16085,d,2,g,2,c,4,fourteen
16086,b,2,h,4,f,3,eleven
16087,d,3,c,4,g,8,eleven
16088,d,1,b,8,b,2,thirteen
16089,b,1,f,3,g,5,thirteen
16090,d,2,g,5,g,3,twelve
16091,b,1,g,1,e,6,fifteen
16092,d,4,c,3,d,2,nine
16093,a,1,e,4,e,2,thirteen
16094,a,1,d,6,e,4,sixteen
16095,d,4,h,5,f,1,nine
16096,b,1,a,4,h,8,thirteen
16097,d,3,a,5,f,8,eleven
16098,d,1,a,2,c,6,fourteen
16099,b,1,a,2,h,4,thirteen
16100,b,2,f,2,e,4,fifteen
16101,d,3,c,5,h,3,eight
16102,d,1,g,5,d,3,thirteen
16103,c,2,b,8,a,2,seven
16104,c,2,e,3,a,6,ten
16105,d,3,g,2,b,1,four
16106,c,2,c,7,a,5,nine
16107,d,1,e,6,e,8,thirteen
16108,c,2,a,1,a,4,twelve
16109,d,1,h,1,a,3,thirteen
16110,d,1,d,4,f,2,eleven
16111,b,2,h,8,d,1,ten
16112,b,1,e,6,g,2,thirteen
16113,b,1,f,5,b,5,fifteen
16114,d,1,c,1,h,5,fourteen
16115,c,1,c,6,g,3,fourteen
16116,d,3,b,5,c,7,eleven
16117,b,1,g,4,e,4,fifteen
16118,d,2,c,6,d,7,draw
16119,b,2,c,4,h,7,thirteen
16120,d,3,b,7,a,7,draw
16121,d,4,f,1,f,5,twelve
16122,d,3,c,8,b,1,five
16123,d,3,c,2,f,6,twelve
16124,b,2,e,2,h,4,thirteen
16125,c,1,a,8,b,3,thirteen
16126,d,3,a,1,b,2,draw
16127,d,3,a,3,h,2,eight
16128,c,1,f,1,d,5,fifteen
16129,c,1,g,7,f,8,draw
16130,d,1,b,5,b,7,fourteen
16131,b,2,d,8,f,4,fourteen
16132,d,3,c,5,d,5,draw
16133,c,3,g,6,g,4,fourteen
16134,c,1,b,5,f,7,thirteen
16135,a,1,d,5,f,3,fifteen
16136,b,1,g,1,g,4,fourteen
16137,d,2,b,1,g,3,twelve
16138,d,1,h,2,d,3,fourteen
16139,c,1,d,1,c,3,thirteen
16140,d,2,g,2,d,7,thirteen
16141,c,1,a,8,f,3,fourteen
16142,a,1,e,6,c,2,fifteen
16143,c,2,c,7,g,7,fourteen
16144,c,2,d,7,a,4,ten
16145,d,3,f,8,e,1,one
16146,d,3,f,7,g,6,draw
16147,d,1,e,2,f,6,thirteen
16148,d,2,a,2,a,6,eleven
16149,d,4,e,6,b,1,eight
16150,c,3,b,8,e,4,thirteen
16151,d,2,h,4,f,8,twelve
16152,d,2,d,5,e,5,draw
16153,d,2,a,7,h,7,twelve
16154,b,2,g,1,e,2,thirteen
16155,d,3,d,8,d,1,two
16156,c,3,d,1,h,4,eleven
16157,a,1,f,4,h,3,twelve
16158,c,3,b,8,g,5,twelve
16159,a,1,d,3,f,5,sixteen
16160,b,1,d,3,b,5,twelve
16161,a,1,f,2,c,3,sixteen
16162,c,1,d,7,f,3,fifteen
16163,a,1,g,5,f,3,fifteen
16164,d,1,a,5,c,8,thirteen
16165,d,2,e,4,g,5,ten
16166,d,1,f,2,a,8,twelve
16167,b,1,b,3,e,5,fifteen
16168,c,2,e,2,c,4,thirteen
16169,c,1,b,5,h,3,ten
16170,a,1,h,4,h,7,fourteen
16171,d,2,g,3,b,7,eleven
16172,c,2,e,5,d,5,draw
16173,d,4,g,6,g,2,ten
16174,a,1,h,8,e,5,sixteen
16175,c,2,g,7,f,4,fourteen
16176,b,1,f,1,d,1,thirteen
16177,d,1,c,4,e,8,fourteen
16178,b,1,e,5,b,4,fourteen
16179,c,3,e,3,h,8,eleven
16180,c,2,c,4,a,1,one
16181,b,1,e,7,e,2,fifteen
16182,b,1,a,6,e,4,fifteen
16183,a,1,b,2,e,4,sixteen
16184,d,3,a,2,g,1,four
16185,b,2,d,6,e,1,eleven
16186,b,2,d,3,h,4,thirteen
16187,c,1,h,5,f,8,thirteen
16188,d,1,a,7,f,1,six
16189,d,2,d,6,a,2,five
16190,d,2,h,6,g,6,draw
16191,c,2,h,5,d,4,thirteen
16192,d,1,g,2,a,4,twelve
16193,b,1,a,5,e,7,thirteen
16194,d,3,a,5,d,8,eleven
16195,a,1,d,2,h,4,fourteen
16196,d,3,h,2,g,6,twelve
16197,d,2,e,2,e,4,thirteen
16198,d,3,g,4,h,2,seven
16199,b,1,d,8,d,1,thirteen
16200,c,2,e,8,c,8,thirteen
16201,c,2,g,2,g,4,fourteen
16202,d,3,a,7,g,4,twelve
16203,c,1,e,8,e,5,fourteen
16204,b,1,e,6,c,4,fifteen
16205,b,1,d,7,g,3,fourteen
16206,c,2,f,1,b,8,eleven
16207,c,3,h,7,f,4,thirteen
16208,d,1,a,7,h,3,twelve
16209,d,2,c,3,f,8,thirteen
16210,c,1,h,1,e,1,nine
16211,c,3,h,7,h,3,twelve
16212,b,2,d,8,h,7,thirteen
16213,d,3,a,6,h,3,nine
16214,b,1,e,6,f,8,thirteen
16215,c,2,f,5,c,5,fourteen
16216,d,1,c,1,f,8,fourteen
16217,c,2,d,7,f,6,thirteen
16218,d,1,a,2,f,4,fourteen
16219,c,2,d,4,d,5,draw
16220,d,2,d,7,h,3,ten
16221,b,2,a,7,g,5,fourteen
16222,a,1,b,5,e,1,eleven
16223,a,1,g,8,h,2,ten
16224,b,1,a,7,f,2,twelve
16225,c,3,h,8,h,2,eleven
16226,b,1,f,5,h,4,twelve
16227,d,1,f,8,h,5,eleven
16228,c,2,d,4,c,8,nine
16229,a,1,h,8,h,4,fourteen
16230,c,1,d,2,a,5,eleven
16231,d,3,b,8,h,6,eleven
16232,d,1,h,7,e,5,fourteen
16233,d,1,a,6,b,4,fourteen
16234,d,1,g,3,f,7,fourteen
16235,d,1,h,8,b,6,thirteen
16236,d,4,h,4,g,1,nine
16237,d,4,g,2,h,6,seven
16238,b,1,d,2,g,6,fourteen
16239,c,2,c,8,e,3,fourteen
16240,c,2,e,4,d,5,draw
16241,c,1,b,1,f,2,twelve
16242,d,1,e,4,d,8,thirteen
16243,c,1,c,7,g,5,fifteen
16244,d,2,h,1,f,1,nine
16245,b,1,b,3,b,6,thirteen
16246,c,2,b,5,h,1,eight
16247,c,1,e,8,h,4,twelve
16248,d,4,a,4,h,5,nine
16249,c,2,a,1,d,5,thirteen
16250,d,1,c,4,g,4,fourteen
16251,d,3,g,1,g,8,twelve
16252,d,3,f,3,d,1,four
16253,a,1,f,3,f,6,sixteen
16254,d,2,e,3,a,8,ten
16255,c,2,f,3,d,6,thirteen
16256,c,1,g,7,h,2,nine
16257,b,1,h,3,f,2,nine
16258,d,1,e,4,a,7,twelve
16259,d,2,h,1,a,7,eleven
16260,d,3,d,1,e,6,twelve
16261,c,1,e,7,g,5,fourteen
16262,c,1,f,1,b,6,thirteen
16263,c,3,g,4,h,8,seven
16264,d,4,c,2,a,1,four
16265,a,1,f,2,h,2,thirteen
16266,d,2,g,4,b,2,five
16267,c,2,c,6,h,5,thirteen
16268,b,1,g,6,e,8,thirteen
16269,c,2,a,1,g,8,twelve
16270,b,2,c,5,f,1,ten
16271,d,3,d,8,g,1,eight
16272,d,3,f,8,f,3,ten
16273,d,3,h,6,g,4,twelve
16274,d,4,g,4,h,6,seven
16275,c,2,g,1,f,7,thirteen
16276,d,1,a,7,b,3,fourteen
16277,b,2,b,3,f,4,fourteen
16278,d,2,h,3,b,8,eleven
16279,c,3,e,8,h,1,eight
16280,c,2,f,3,g,7,eleven
16281,d,1,h,1,f,8,fourteen
16282,c,3,f,5,f,4,draw
16283,d,4,g,8,e,1,eight
16284,a,1,g,2,e,3,sixteen
16285,c,1,f,5,e,7,fourteen
16286,c,3,f,1,g,4,ten
16287,d,4,c,5,c,2,eight
16288,d,4,b,7,h,7,nine
16289,b,1,b,4,e,8,fourteen
16290,a,1,f,8,f,5,sixteen
16291,c,2,b,2,b,8,thirteen
16292,d,1,c,3,f,8,fourteen
16293,c,1,g,3,h,4,draw
16294,d,2,e,6,a,5,twelve
16295,d,4,f,2,g,1,draw
16296,d,4,c,6,h,3,nine
16297,c,3,d,2,f,5,thirteen
16298,c,3,b,4,h,6,twelve
16299,b,2,g,3,h,1,eight
16300,d,1,b,1,e,7,fourteen
16301,d,3,g,8,f,8,draw
16302,d,3,g,3,e,8,twelve
16303,d,2,e,8,a,6,twelve
16304,d,4,g,5,f,6,draw
16305,c,1,h,2,d,8,fourteen
16306,d,3,d,2,a,5,ten
16307,d,2,f,6,g,8,ten
16308,c,1,e,7,h,2,eleven
16309,c,2,h,5,f,8,twelve
16310,d,3,c,1,h,2,eight
16311,c,1,b,3,e,8,fourteen
16312,d,3,c,8,h,6,eleven
16313,b,1,g,6,d,4,fifteen
16314,d,2,b,7,g,1,six
16315,c,2,a,7,h,1,eight
16316,d,3,b,4,h,7,ten
16317,d,1,d,3,h,5,thirteen
16318,c,1,g,7,f,1,twelve
16319,d,4,h,3,a,1,seven
16320,c,3,b,2,g,2,ten
16321,c,1,c,5,b,3,eleven
16322,d,2,e,7,b,3,twelve
16323,d,1,g,1,a,1,five
16324,c,2,b,4,f,8,thirteen
16325,c,2,d,6,a,4,eleven
16326,b,1,d,6,e,7,draw
16327,c,3,b,1,f,5,thirteen
16328,d,2,f,1,e,7,thirteen
16329,c,1,h,1,f,7,fourteen
16330,c,3,g,1,h,2,draw
16331,c,3,g,8,h,7,draw
16332,c,2,h,3,b,8,eleven
16333,d,1,e,5,d,5,draw
16334,d,2,g,6,c,5,fourteen
16335,c,1,e,6,b,7,thirteen
16336,b,1,d,7,f,4,fifteen
16337,b,1,e,3,a,5,thirteen
16338,b,1,e,8,f,5,thirteen
16339,d,3,e,6,g,1,seven
16340,d,1,g,7,e,6,fifteen
16341,c,2,f,6,e,5,draw
16342,b,2,c,1,g,2,eleven
16343,c,2,a,3,c,5,fourteen
16344,c,3,b,2,g,3,twelve
16345,b,1,b,8,f,8,fourteen
16346,c,2,d,2,a,7,ten
16347,c,3,f,3,g,5,eleven
16348,c,3,b,6,g,4,thirteen
16349,d,4,h,4,g,6,eleven
16350,d,1,g,1,h,6,seven
16351,c,1,c,8,e,8,fifteen
16352,d,1,h,3,b,8,twelve
16353,d,4,g,5,d,2,eight
16354,d,4,b,3,h,7,nine
16355,b,1,g,8,h,3,nine
16356,d,1,h,8,e,8,fourteen
16357,d,3,d,4,c,5,nine
16358,d,2,b,5,b,4,draw
16359,c,2,b,4,g,7,twelve
16360,d,4,h,1,h,3,ten
16361,c,3,c,1,g,7,twelve
16362,d,2,c,4,d,5,draw
16363,d,3,g,5,d,1,two
16364,d,1,g,7,f,8,draw
16365,d,4,c,1,b,2,draw
16366,c,1,d,2,c,6,twelve
16367,d,2,e,4,b,7,eleven
16368,b,1,c,8,f,4,fifteen
16369,c,2,f,2,c,8,thirteen
16370,d,4,b,2,h,6,nine
16371,c,1,h,2,h,4,fourteen
16372,b,1,b,2,d,1,six
16373,d,4,f,7,h,7,ten
16374,d,3,h,4,h,7,ten
16375,d,4,h,8,e,1,nine
16376,c,1,h,7,b,6,fourteen
16377,d,1,h,5,h,8,twelve
16378,d,3,f,3,d,6,twelve
16379,d,3,g,2,g,1,draw
16380,c,3,g,7,h,3,eight
16381,d,2,a,8,h,6,twelve
16382,b,2,d,2,g,4,fourteen
16383,d,2,e,3,f,8,eleven
16384,d,3,g,6,b,3,seven
16385,c,1,a,3,b,7,thirteen
16386,d,3,f,1,b,7,ten
16387,c,2,g,2,d,4,fourteen
16388,c,2,h,1,f,2,eleven
16389,c,2,c,3,h,5,thirteen
16390,c,3,e,7,g,4,twelve
16391,d,1,g,8,h,2,eight
16392,d,4,f,1,g,7,eight
16393,b,2,g,1,h,5,nine
16394,b,2,d,1,f,4,fourteen
16395,d,2,c,4,a,8,eight
16396,c,3,d,7,h,1,eight
16397,c,2,d,4,g,4,twelve
16398,d,3,c,6,a,5,nine
16399,d,1,e,8,b,2,eleven
16400,c,2,a,2,f,8,twelve
16401,c,1,a,5,g,7,thirteen
16402,d,2,e,7,g,8,ten
16403,c,1,g,5,h,1,seven
16404,d,2,e,8,b,7,twelve
16405,c,3,d,5,h,4,ten
16406,c,2,f,5,c,8,thirteen
16407,d,2,h,7,c,7,thirteen
16408,d,4,b,4,f,2,nine
16409,c,1,g,2,a,8,ten
16410,b,2,a,7,h,6,thirteen
16411,d,4,f,7,c,2,eight
16412,c,2,b,5,h,4,ten
16413,a,1,g,1,h,4,ten
16414,c,3,c,4,h,3,eight
16415,b,1,a,4,c,4,fourteen
16416,b,1,a,7,a,8,draw
16417,d,1,c,4,b,7,nine
16418,c,2,a,3,c,6,thirteen
16419,c,2,b,2,g,1,eight
16420,d,3,f,4,g,1,six
16421,d,3,e,5,g,2,eight
16422,d,2,e,7,g,3,twelve
16423,d,3,f,7,h,4,ten
16424,a,1,c,8,f,1,eleven
16425,d,2,g,8,h,1,five
16426,c,2,f,5,h,8,nine
16427,c,2,f,2,a,2,two
16428,d,4,d,7,g,3,ten
16429,b,1,a,8,e,8,fourteen
16430,c,1,d,6,h,4,fourteen
16431,d,1,e,7,f,6,draw
16432,c,2,a,1,h,1,eight
16433,d,3,b,1,e,7,twelve
16434,c,2,f,2,h,5,eleven
16435,c,1,g,2,f,5,fifteen
16436,c,2,a,6,h,8,eleven
16437,c,2,a,6,e,7,eleven
16438,d,1,f,3,e,7,fourteen
16439,d,3,f,3,a,3,seven
16440,c,2,d,2,d,7,thirteen
16441,d,1,f,1,f,5,fifteen
16442,d,2,g,4,c,6,thirteen
16443,c,1,f,6,f,4,fifteen
16444,c,1,a,6,c,3,fourteen
16445,d,2,f,6,d,7,twelve
16446,d,3,h,8,b,1,five
16447,d,4,a,2,e,2,ten
16448,d,2,c,3,a,7,nine
16449,d,1,g,1,h,3,eight
16450,c,3,c,7,h,2,nine
16451,c,1,a,6,d,6,fourteen
16452,a,1,d,1,g,4,fifteen
16453,c,3,g,4,h,6,nine
16454,d,3,a,7,f,7,twelve
16455,c,2,b,5,d,5,thirteen
16456,c,3,a,1,h,1,nine
16457,c,2,a,8,h,6,twelve
16458,d,3,e,7,h,5,ten
16459,d,3,g,8,h,5,seven
16460,d,3,f,2,g,4,ten
16461,d,3,c,2,h,3,nine
16462,c,1,c,3,c,4,draw
16463,d,4,h,1,g,3,ten
16464,c,1,c,6,e,3,fifteen
16465,b,2,d,6,h,4,thirteen
16466,c,3,h,1,g,4,twelve
16467,b,1,h,8,h,5,fourteen
16468,b,2,g,4,g,1,eleven
16469,d,3,c,6,g,6,twelve
16470,b,2,g,3,h,7,nine
16471,c,2,d,8,e,4,fourteen
16472,d,2,e,8,h,2,eight
16473,d,2,f,5,e,7,thirteen
16474,c,1,f,2,c,3,fifteen
16475,b,2,b,5,e,1,ten
16476,b,1,c,8,d,1,fourteen
16477,c,2,f,2,b,4,twelve
16478,b,1,b,5,h,1,nine
16479,d,1,a,7,h,8,nine
16480,c,1,a,7,d,6,fourteen
16481,b,1,f,2,d,5,sixteen
16482,d,3,f,4,a,3,five
16483,d,1,g,8,f,4,fourteen
16484,d,1,g,2,c,6,fourteen
16485,d,3,c,1,e,5,twelve
16486,d,4,b,3,h,6,nine
16487,b,1,e,7,b,8,eleven
16488,c,1,c,5,a,5,eleven
16489,a,1,f,8,g,6,thirteen
16490,d,1,a,4,d,6,fourteen
16491,d,1,h,1,h,6,twelve
16492,d,4,g,4,g,3,draw
16493,d,4,h,6,g,5,draw
16494,c,3,a,8,g,3,twelve
16495,c,2,d,2,f,6,thirteen
16496,d,3,e,6,f,6,draw
16497,c,3,g,4,h,7,eight
16498,b,2,d,4,g,5,thirteen
16499,c,2,d,4,c,5,draw
16500,d,3,c,8,g,2,eight
16501,d,1,d,6,a,3,twelve
16502,b,2,c,7,e,3,fifteen
16503,d,1,f,5,h,2,eleven
16504,c,2,a,4,a,3,draw
16505,d,1,g,8,f,1,twelve
16506,c,1,g,2,g,8,fourteen
16507,c,1,b,8,e,4,fourteen
16508,b,2,h,2,d,4,fourteen
16509,d,3,f,2,h,2,ten
16510,d,2,f,8,a,6,twelve
16511,d,3,d,7,e,6,draw
16512,d,1,d,4,c,6,thirteen
16513,d,2,f,3,g,3,draw
16514,c,2,d,1,b,5,eleven
16515,d,1,f,4,d,6,fifteen
16516,c,2,d,2,h,4,twelve
16517,d,1,e,5,g,3,fourteen
16518,d,3,c,2,h,8,eleven
16519,d,2,c,7,h,8,nine
16520,d,1,c,1,f,3,fifteen
16521,c,1,e,1,g,5,thirteen
16522,b,1,d,6,h,5,fourteen
16523,b,2,b,1,g,7,fourteen
16524,d,1,f,6,f,3,fifteen
16525,d,3,c,2,b,4,nine
16526,d,3,c,4,c,7,twelve
16527,b,1,e,4,h,4,twelve
16528,d,3,c,2,b,6,nine
16529,d,1,g,2,e,8,fourteen
16530,d,3,g,6,b,8,ten
16531,d,2,g,6,b,4,thirteen
16532,d,1,h,7,b,6,fourteen
16533,c,2,e,8,g,4,twelve
16534,c,3,b,6,b,1,three
16535,d,2,e,5,b,8,eleven
16536,a,1,d,6,f,2,fifteen
16537,d,2,a,4,b,5,draw
16538,b,2,g,4,h,1,nine
16539,d,2,b,4,f,5,thirteen
16540,d,2,a,5,c,7,twelve
16541,d,1,b,3,g,6,thirteen
16542,b,2,c,2,f,1,six
16543,b,2,e,1,f,2,draw
16544,c,2,g,5,c,8,twelve
16545,d,3,e,8,h,3,nine
16546,d,4,c,2,h,4,nine
16547,c,2,h,3,a,1,two
16548,c,2,e,2,b,4,twelve
16549,b,1,f,1,d,3,fifteen
16550,c,1,d,8,c,3,twelve
16551,d,4,g,3,h,2,draw
16552,c,1,b,7,g,3,fourteen
16553,c,3,c,4,g,6,twelve
16554,c,1,f,1,c,5,fifteen
16555,d,2,b,1,f,6,thirteen
16556,b,1,a,5,a,8,twelve
16557,d,3,c,7,h,4,eleven
16558,b,1,a,8,g,2,eleven
16559,d,3,f,8,h,4,ten
16560,c,3,d,4,h,1,eight
16561,d,3,e,1,d,1,draw
16562,d,3,h,7,g,6,draw
16563,c,2,d,4,d,8,twelve
16564,c,1,g,7,c,4,fifteen
16565,c,2,d,5,b,4,eleven
16566,d,2,c,6,c,8,twelve
16567,b,1,c,1,h,5,thirteen
16568,c,1,b,7,f,2,twelve
16569,c,2,h,2,b,7,eleven
16570,c,1,a,2,h,5,thirteen
16571,d,4,e,4,g,6,ten
16572,c,2,d,2,e,7,thirteen
16573,a,1,g,5,d,1,twelve
16574,c,1,c,8,f,5,fifteen
16575,c,2,b,8,f,3,fourteen
16576,d,4,b,2,d,2,six
16577,d,1,h,2,d,4,fourteen
16578,d,1,f,3,f,7,fourteen
16579,c,2,e,8,h,3,twelve
16580,b,1,d,3,b,6,twelve
16581,d,1,h,5,b,8,thirteen
16582,c,2,g,5,h,3,nine
16583,d,2,g,1,g,8,twelve
16584,d,1,h,5,a,8,twelve
16585,c,3,e,5,f,3,ten
16586,d,3,b,7,e,7,twelve
16587,c,2,d,8,h,3,eleven
16588,b,1,e,6,g,8,thirteen
16589,c,1,g,2,f,3,draw
16590,b,1,c,5,f,8,fourteen
16591,d,1,c,7,h,2,eight
16592,d,3,c,6,c,8,eleven
16593,b,1,f,3,b,7,thirteen
16594,c,1,c,3,b,7,nine
16595,d,1,f,2,g,4,eleven
16596,a,1,h,3,d,3,sixteen
16597,d,1,a,7,h,4,twelve
16598,b,1,d,7,c,6,draw
16599,d,4,b,5,f,3,nine
16600,d,3,a,1,g,7,eleven
16601,b,1,b,7,g,3,fourteen
16602,d,1,g,3,h,1,six
16603,d,3,h,3,b,4,twelve
